"","date_entered","entered_by","survey_year","germ_survey_date","site","transect_plot","quadrat","pick_color","number_germ","germ_notes","missing_germs"
"181",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",5,"white",0,NA,0
"182",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",5.5,"white",0,NA,0
"183",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",6,"white",0,NA,0
"184",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",6.5,"white",0,NA,0
"185",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",7,"white",0,NA,0
"186",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",7.5,"white",0,NA,0
"187",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",8,"white",0,NA,0
"188",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",8.5,"white",0,NA,0
"189",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",9,"white",0,NA,0
"190",2022-07-10,"SRA",2022,2022-07-01,"WL3","3.0",9.5,"white",0,NA,0
"191",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",0,"white",0,NA,0
"192",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",0.5,"white",0,NA,0
"193",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",1,"white",0,NA,0
"194",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",1.5,"white",0,NA,0
"195",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",2,"white",0,NA,0
"196",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",2.5,"white",0,NA,0
"197",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",3,"white",0,NA,0
"198",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",3.5,"white",0,NA,0
"199",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",4,"white",0,NA,0
"200",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",4.5,"white",0,NA,0
"201",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",5,"white",0,NA,0
"202",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",5.5,"white",0,NA,0
"203",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",6,"white",0,NA,0
"204",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",6.5,"white",0,NA,0
"205",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",7,"white",0,NA,0
"206",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",7.5,"white",0,NA,0
"207",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",8,"white",0,NA,0
"208",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",8.5,"white",0,NA,0
"209",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",9,"white",0,NA,0
"210",2022-07-10,"SRA",2022,2022-07-01,"WL3","4.0",9.5,"white",0,NA,0
