"Census_date","Site","Transect_plot","Quad","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Num_total_branches","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Notes","Band","Band_num","Band_color","Pick_color","Sword_color","Tag","2018tag","2019tag","Buds","Longest_leaf_cm","Herbivory","Category_herbivory","Year_marked","Num_repro_branches","Leaf_thickness_mm","Census_year","Collected_by","Date_entered","Num_leaves","Entered_by","Stem_diam_mm_UFA"
2024-07-23,"WL2","201B","0.0",4,11,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,345,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","0.0",44,21,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,682,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","0.5",25,17,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,110,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","0.5",39,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,156,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","0.5",31,22,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,259,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","0.5",25,49,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,71,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","1.0",10,25,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,77,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","1.0",3,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,46,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","1.0",15,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,45,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","1.0",49,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,753,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","1.0",48,25,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,470,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","2.0",1,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,39,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","2.5",10,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,104,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","3.0",9,45,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,32,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",18,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,5,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",41,34,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,113,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",47,27,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,262,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",39,38,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,140,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",32,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,685,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",17,44,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,680,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",10,15,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,108,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",17,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,466,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",16,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,10,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201B","4.0",2,34,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,359,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.0",20,5,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,147,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.0",38,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,137,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.0",34,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,138,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.0",8,3,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,230,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.5",25,48,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,247,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","0.5",36,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,29,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.0",14,27,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,270,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.0",27,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,240,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.0",35,5,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,272,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.5",33,18,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,306,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.5",16,21,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,336,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.5",9,36,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,378,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.5",38,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,337,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","1.5",34,48,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,367,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","2.0",47,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,248,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","2.0",35,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,598,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","2.0",9,16,NA,NA,NA,NA,NA,NA,NA,NA,"gone, but may be 867 which was found",NA,864,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","2.0",20,41,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,365,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","3.0",20,40,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,149,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","3.5",4,48,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,307,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201C","4.0",38,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,337,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",45,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,377,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",33,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,47,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",23,13,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,44,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",39,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,593,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","0.0",0,40,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,754,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","1.0",28,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,97,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","2.0",50,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,379,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","2.0",10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","2.0",22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","2.0",39,24,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,137,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","201D","4.0",22,12,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,112,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","1.5",40,9,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,279,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","1.5",39,17,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,30,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","1.5",39,34,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,139,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","3.0",3,49,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,146,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","3.0",12,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,808,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","3.5",25,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,17,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","3.5",4,30,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,143,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202A","4.5",42,3,NA,NA,NA,NA,"X",NA,NA,NA,"band in 4.5",NA,580,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202B","0.0",41,18,"0.84","8.7",NA,2,"F","2.0",NA,NA,NA,NA,789,"pink",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,2,NA,2024,NA,2024-07-24,NA,"GA",0.5
2024-07-23,"WL2","202B","1.0",8,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,74,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202B","1.0",10,6,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,134,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202B","1.0",17,6,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,948,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202B","2.0",45,50,"1.17","12.6",NA,2,"P","1.0","5.0",5.5,NA,NA,240,"pink",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,2,NA,2024,NA,2024-07-24,NA,"GA",1.17
2024-07-23,"WL2","202B","2.5",36,36,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,92,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202B","4.5",2,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,509,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","0.0",21,10,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,272,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","0.0",45,35,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,265,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",37,42,NA,NA,NA,NA,"X",NA,NA,NA,"found outside transect",NA,257,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",40,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,338,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",4,4,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,158,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",42,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,364,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",38,25,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,736,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","202D","1.0",42,39,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,145,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203A","2.0",9,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,875,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203B","1.0",49,30,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,892,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","0.0",30,35,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,464,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","0.0",38,44,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA,600,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","1.0",48,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,85,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","1.0",48,18,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,114,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","1.0",15,6,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,579,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203C","1.0",20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","203D","0.0",38,45,"1.57","11.3",NA,3,"P","0.0","9.0",4.1,NA,NA,612,"pink",NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,2,NA,2024,NA,2024-07-24,NA,"GA",1.57
2024-07-23,"WL2","204B","2.0",42,5,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,172,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","2.0",40,31,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,125,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",8,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,114,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",16,24,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,19,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",18,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,130,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",30,27,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,930,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",45,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,110,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204B","4.0",50,41,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,306,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204C","3.0",5,34,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,88,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204C","4.0",40,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,33,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204C","4.0",2,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,391,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
2024-07-23,"WL2","204C","4.0",49,50,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,82,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,2024-07-24,NA,"GA",NA
