"Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Notes","Census_year","Year_marked","Collected_by","Entered_by","Date_entered","Band","Band_num","Band_color","Pick_color","Sword_color","Tag","2018tag","2019tag","Buds","Herbivory","Category_herbivory","Leaf_thickness_mm","Num_leaves","Canopy_width_cm","Stem_diam_mm_UFA"
2018-06-11,"BH","1.0","9","V",1,28,"<1","5.4",1,"0.9",NA,NA,NA,NA,"H",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","6.8",1,"1.3",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","3.2",1,"1.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","1.4",1,"0.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"1.31","4.9",1,"2.3",NA,NA,NA,NA,"H",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31
2018-06-11,"BH","1.0","9","V",1,28,"1.0","4.2",1,"2.7",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2018-06-11,"BH","1.0","9","V",1,28,"<1","3.4",1,"1.9",NA,NA,NA,NA,"H",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","2.4",1,"1.6",NA,NA,NA,NA,"H",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","1.6",1,"1.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"1.0","3.4",1,"1.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2018-06-11,"BH","1.0","9","V",1,28,"<1","2.2",1,"0.8",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","0.9",1,"1.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","9","V",1,28,"<1","1.3",1,"1.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","7.5","V",NA,NA,"~1","3.5",1,"1.2",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","7.5","V",NA,NA,"~1","2.2",1,"1.0",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","7.5","V",NA,NA,"~1","4.1",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","7.5","V",NA,NA,"1.4","5.9",1,"1.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
2018-06-11,"BH","1.0","7.5","V",NA,NA,"1.3","5.9",1,"2.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3
2018-06-11,"BH","1.0","7.5","V",NA,NA,"~1","5.5",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","7.5","V",NA,NA,"~1","6.9",1,"1.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8","F",0,29,"9.0","89.4",6,NA,"5.0","8.0",4.6,2,"herbivory/still has buds",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2018-06-11,"BH","1.0","8","V",NA,NA,"~1","3.9",1,"1.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8","V",NA,NA,"~1","6.2",1,"1.3",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8","V",NA,NA,"<1","5.0",1,"0.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8","V",NA,NA,"<1","3.7",1,"1.2",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8","V",NA,NA,"1.4","4.6",1,"2.2",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
2018-06-11,"BH","1.0","8","V",NA,NA,"<1","2.2",1,"1.0",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","4.6",1,"1.7",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","2.9",1,"1.3",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"1.5","4.1",1,"2.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","1.9",1,"1.0",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"1.4","3.9",1,"2.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
2018-06-11,"BH","1.0","8.5","V",NA,NA,"1.8","9.1",1,"2.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
2018-06-11,"BH","1.0","8.5","V",NA,NA,"<1","4.6",1,"1.5",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"1.7","10.4",1,"2.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","4.1",1,"1.3",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"<1","3.3",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"<1","2.7",1,"0.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","4.2",1,"1.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"<1","2.6",1,"0.7",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","4.5",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","1.0","8.5","V",NA,NA,"~1","2.9",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","DP","901","F",NA,NA,"10.44","91.3",5,NA,"4.0","79.0",9.2,5,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44
2018-06-11,"BH","DP","902","P",NA,NA,"4.2","73.5",1,NA,NA,"13.0",10.5,1,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
2018-06-11,"BH","DP","903","F",NA,NA,"4.44","20.0",2,NA,"2.0","0.0",NA,1,"5 buds",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44
2018-06-11,"BH","DP","904","F",NA,NA,"10.4","87.8",2,NA,"3.0","53.0",12,2,"herbivory 16 buds",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4
2018-06-11,"BH","DP","905","P",NA,NA,"15.37","110.5",5,NA,NA,"130.0",12.5,5,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.37
2018-06-11,"BH","DP","906","F",NA,NA,"10.03","100.0",1,NA,"6B 2F","43.0",11.5,1,"3 veg branches, 2 dying",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.03
2018-06-11,"BH","DP","907","F",NA,NA,"7.79","111.0",2,NA,"4F F/B","73.0",10.7,2,"apical shoot missing, 4 fertile siliques …",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79
2018-06-11,"BH","DP","908","V",NA,NA,"6.94","17.5",4,"5.8",NA,NA,NA,0,"1 branch budding so P/B",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94
2018-06-11,"BH","DP","909","P",NA,NA,"7.45","112.7",4,NA,"8B","40.0",10.5,2,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45
2018-06-11,"BH","DP","910","P",NA,NA,"6.42","60.5",1,NA,NA,"16.0",9,1,"apical shoot missing",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42
2018-06-11,"BH","DP","911","V",NA,NA,"2.77","10.5",1,"5.5",NA,NA,NA,0,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77
2018-06-11,"BH","1.0","8.5","V",NA,NA,"<1","3.4",1,"3.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","0","V",NA,NA,"~1","3.9",1,"1.7",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","0.5","V",20,34,"2.07","6.6",1,"3.2",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07
2018-06-11,"BH","2.0","0.5","V",20,34,"~1","3.9",1,"1.8",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","0.5","V",20,34,"<1","3.4",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","0.5","F",46,46,"10.6","104.5",3,NA,"1.0","95.0",11.7,2,"more viable flower, branched really high, stem, not counted in branches, total lots of insects and webs",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6
2018-06-11,"BH","2.0","1","V",46,46,"1.1","6.6",1,"2.8",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
2018-06-11,"BH","2.0","1","V",46,46,"1.1","2.7",1,"1.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1
2018-06-11,"BH","2.0","1","V",46,46,"1.4","3.8",1,"3.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
2018-06-11,"BH","2.0","1","V",46,46,"~1","6.2",1,"2.8",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","1","V",46,46,"~1","4.7",1,"2.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","1","V",46,46,"<1","2.1",1,"0.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","1","V",46,46,"<1","2.4",1,"0.8",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","1","V",46,46,"~1","3.3",2,"1.4",NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-06-11,"BH","2.0","1","V",46,46,"<1","1.4",1,"0.4",NA,NA,NA,NA,"looks like 2 branches, one is very short",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
