"Transect_plot","Quad","Phenology","Xcoord","Ycoord","Band_color","Pick_color","Sword_color","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Herbivory","Notes","Collected_by","Census_date","Site","Entered_by","Date_entered","Band","Band_num","Tag","2018tag","2019tag","Leaf_thickness_mm","Canopy_width_cm","Buds","Year_marked","Category_herbivory","Num_leaves","Census_year","Stem_diam_mm_UFA"
"2","2.5",NA,22,6,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant + band NRL",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","X",28,26,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","X",27,46,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5",NA,10,23,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant + band NRL",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","X",40,10,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5",NA,48,8,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant + band NRL",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","X",45,20,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","P",35,39,"pink",NA,NA,"1.01","8.6",1,NA,"0.0","4.0",2.6,1,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.01
"2","2.5","X",43,15,"purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","2.5","X",15,42,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",12,38,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",22,20,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3",NA,48,29,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant + band NRL",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",35,42,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",2,10,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3",NA,33,34,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant + band NRL",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",21,45,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",18,47,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",14,21,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",33,9,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3","X",9,27,"purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","X",14,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","X",29,49,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","X",10,9,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","X",20,20,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","P",12,12,"pink",NA,NA,"2.76","10.3",1,NA,"0.0","27.0",4.2,1,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2.76
"2","3.5","X",35,28,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","P",16,1,"pink",NA,NA,"1.34","10.7",4,NA,"0.0","8.0",4.5,4,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.34
"2","3.5","X",35,25,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","X",50,21,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","3.5","V",38,5,"pink",NA,NA,"0.77","2.3",1,"0.9","0.0","0.0",NA,0,"N",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"2","3.5","V",40,30,"pink",NA,NA,"1.2","1.2",1,"0.8","0.0","0.0",NA,0,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.2
"2","3.5","X",10,33,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",NA,16,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",NA,22,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",4,2,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,837,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",15,25,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4",NA,35,4,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Can't find plant or band",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",45,17,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",30,18,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","P",25,10,"pink",NA,NA,"1.76","9.9",6,NA,"2.0","6.0",3,6,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.76
"2","4","X",15,4,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","F",20,17,"pink",NA,NA,"1.09","3.8",1,NA,"1.0",NA,NA,1,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.09
"2","4","X",38,12,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4",NA,22,37,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Can't find plant or band",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,881,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4","X",11,23,"purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",21,27,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",25,10,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",40,35,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","V",13,35,"pink",NA,NA,"1.3","2.2",1,"0.5",NA,NA,NA,0,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.3
"2","4.5","X",22,45,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",32,35,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",18,33,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",30,40,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","X",20,39,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"2","4.5","V",35,30,"pink",NA,NA,"0.68","1.1",1,NA,NA,NA,NA,0,NA,"too shriveled to tell herb.",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","0","X",40,9,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",50,21,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",38,19,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",40,26,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",30,14,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",22,37,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0","X",1,31,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","X",24,13,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","X",34,21,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","X",50,21,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","X",17,37,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","X",49,8,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","V",9,4,"pink",NA,NA,"1.0","2.6",3,"2.6",NA,NA,NA,NA,"y","Most likely survivor",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1
"3","0.5","P",7,17,"pink",NA,NA,"0.96","8.1",1,NA,"0.0","3.0",2.5,1,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","0.5","P",46,33,"pink",NA,NA,"0.64","8.3",4,NA,NA,"1.0",1.9,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","0.5","F",15,29,"pink",NA,NA,"0.61","9.7",1,NA,"0.0","0.0",NA,1,"n","Drying up",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","0.5","P",17,48,"pink",NA,NA,"1.14","17.2",1,NA,"2.0","3.0",5.3,1,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.14
"3","0.5","X",43,8,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","0.5","V",12,19,"pink",NA,NA,"1.03","3.1",2,"1.0",NA,NA,NA,NA,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.03
"3","0.5","P",5,33,"pink",NA,NA,"0.97","7.6",4,NA,NA,"9.0",2.8,4,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,775,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","0.5","X",NA,NA,"purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1","X",4,49,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1","V",8,15,"pink",NA,NA,"1.09","3.4",2,"1.0",NA,NA,NA,NA,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.09
"3","1","P",7,5,"pink",NA,NA,"0.91","13.4",3,NA,"0.0","5.0",4.4,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1","P",7,20,"pink",NA,NA,"0.77","5.4",2,NA,"0.0","3.0",0.6,2,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1","X",45,31,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1","P",12,10,"pink",NA,NA,"1.2","10.1",1,NA,"0.0","5.0",4.1,1,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.2
"3","1","X",3,37,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1","V",40,8,"pink",NA,NA,"0.73","2.4",1,"0.4",NA,NA,NA,0,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1","X",36,20,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1","V",41,41,"pink",NA,NA,"0.6","5.9",1,"1.2",NA,NA,NA,0,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1","V",15,47,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dried out",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","X",3,5,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","X",21,24,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","X",4,10,"purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","P",27,26,"pink",NA,NA,"0.84","8.6",4,NA,"1.0","6.0",3.7,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1.5","X",30,27,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Band moved, plant not found",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5",NA,14,37,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","F",35,38,"pink",NA,NA,"0.78","7.0",3,NA,"0.0","0.0",NA,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
