"Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Band_num","Pick_color","Sword_color","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Herbivory","Notes","Collected_by","Census_year","Date_entered","Entered_by","Band_color","Band","Tag","2018tag","2019tag","Year_marked","Category_herbivory","Leaf_thickness_mm","Canopy_width_cm","Buds","Num_leaves","Stem_diam_mm_UFA"
2024-07-17,"YOSE1","Y1.1","0.5","X",26,49,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","X",33,49,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","X",5,3,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","X",10,10,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","X",2,3,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","X",5,19,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","0.5","F",0,7,783,NA,NA,".56","9.2",1,NA,"0.0","0.0",NA,1,NA,NA,NA,2024,2024-07-24,"GA","pinik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","0.5","V",47,28,450,NA,NA,".89","3.4",1,"0.9",NA,NA,NA,0,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","0.5","X",47,42,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",0,11,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",13,20,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",4,47,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",32,16,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",5,26,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",30,45,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",30,30,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","V",14,1,71,NA,NA,"1.17","6.3",1,"1.0",NA,NA,NA,0,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17
2024-07-17,"YOSE1","Y1.1","1","X",33,9,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",8,22,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",12,8,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1","X",1,16,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",35,6,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",22,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",29,2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",32,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",48,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",34,24,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","F",29,35,644,NA,NA,"1.2","10.4",3,NA,"1.0","0.0",NA,3,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2
2024-07-17,"YOSE1","Y1.1","1.5","X",42,27,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",19,24,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",26,46,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",22,22,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","B",38,38,278,NA,NA,"0.7","7.9",1,NA,NA,NA,NA,1,"N",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","1.5","F",43,38,236,NA,NA,"0.76","11.1",1,NA,"3.0","0.0",NA,1,"N",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","1.5","X",17,12,842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","1.5","X",20,31,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",44,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",47,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",5,40,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",5,40,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",15,43,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",5,22,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",5,26,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",11,27,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","F",15,7,983,NA,NA,"1.81","12.9",1,NA,"0.0","0.0",NA,1,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81
2024-07-17,"YOSE1","Y1.1","2","X",6,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","F",35,16,3,NA,NA,"1.06","9.6",1,NA,"0.0","0.0",NA,1,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06
2024-07-17,"YOSE1","Y1.1","2","X",23,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",32,30,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2","X",14,33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",48,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",20,20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",17,22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",7,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",10,21,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",7,38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",25,40,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","V",20,50,238,NA,NA,"0.59","2.4",1,"1.0",NA,NA,NA,0,"N",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","2.5","X",30,45,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",37,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",22,38,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",50,40,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","2.5","X",32,40,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",35,38,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",22,47,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",23,47,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",18,46,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",12,20,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",13,2,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",46,46,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",35,8,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",3,23,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",2,27,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",40,35,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",41,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",19,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",10,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",5,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",41,20,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",43,9,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3","X",7,26,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",2,8,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",11,27,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",13,36,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",40,40,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",27,49,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","V",31,30,116,NA,NA,"0.61","2.7",1,"0.9",NA,NA,NA,0,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","3.5","X",36,22,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","X",30,12,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-07-17,"YOSE1","Y1.1","3.5","V",16,23,169,NA,NA,"0.92","3.2",2,"1.6",NA,NA,NA,0,"Y",NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2024-07-17,"YOSE1","Y1.1","3.5","X",17,11,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2024-07-24,"GA","pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
