"Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Notes","Census_year","Year_marked","Entered_by","Date_entered","Collected_by","Tag","2018tag","2019tag","Band","Band_color","Band_num","Pick_color","Sword_color","Canopy_width_cm","Leaf_thickness_mm","Buds","Herbivory","Num_leaves","Category_herbivory","Stem_diam_mm_UFA"
2017-07-26,"WL1","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 fall dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 spring, 1 fall dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 fall dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 spring dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 spring dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 spring, 1 fall dead",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","1","9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","2","0","V",5,25,"~1","3.1",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","0.5","V",25,38,"<1","1.6",1,"0.3",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",16,18,"<1","2.5",1,"1.0",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",33,39,"~1","2.9",1,"1.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",34,38,"<1","1.6",1,"0.6",NA,NA,NA,NA,"herbivory",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",33,41,"<1","2.0",1,"1.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",33.5,43,"<1","1.1",1,"0.3",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",44,19,"<1","1.2",1,"1.3",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1","V",49,23,"~1","3.1",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1.5","V",26,19,"<1","4.2",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1.5","V",29,4,"<1","2.4",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1.5","V",43,2,"<1","2.3",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","1.5","V",46,14,"~1","3.0",1,"2.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2","V",9,45,"<1","1.6",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2","V",38,32,"<1","2.1",1,"0.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2","V",39,23,"<1","2.5",1,"1.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2","V",47,28,"~1","2.9",1,"2.0",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2.5","V",5,28,"<1","1.2",1,"0.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","2.5","V",23,34,"<1","1.9",1,"1.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3","V",10,48,"<1","3.1",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3","V",34,9,"<1","2.1",1,"1.5",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3","V",48,10,"<1","2.2",1,"1.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3","V",39,45,"<1","1.7",1,"0.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",10,19,"<1","2.1",1,"1.2",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",9,32,"<1","1.2",1,"0.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",14,49,"<1","1.5",1,"1.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",28,19,"<1","1.3",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",33,5,"<1","1.9",1,"1.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",35,20,"<1","3.8",1,"0.6",NA,NA,NA,NA,"coming out from rock, elongated ?",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",37,11,"<1","2.5",1,"0.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",37,27,"<1","1.6",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",39,39,"<1","1.8",1,"1.2",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","3.5","V",42,6,"<1","1.2",1,"1.3",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","4","V",11,21,"<1","2.0",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","4","V",18,27,"<1","1.1",1,"0.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","2","5.5","V",17,49,"<1","2.8",1,"1.2",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6","V",29,44,"<1","2.8",1,"1.1",NA,NA,NA,NA,"herbivory",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6","V",49,38,"~1","2.2",1,"1.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6.5","V",7,33,"<1","2.5",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6.5","V",8,30,"<1","2.2",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6.5","V",18,38,"<1","2.0",1,"1.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","6.5","V",37,13,"<1","1.2",1,"0.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","2","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-26,"WL1","2","8","V",8,38,"<1","1.4",1,"1.0",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","8.5","V",9,3,"<1","1.8",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","2","8.5","V",12,19,"<1","1.1",1,"0.5",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0","V",35,9,"<1","1.6",1,"0.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",16,5,"<1","2.5",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",25,23,"<1","1.9",2,"0.6",NA,NA,NA,NA,"tiny branched veg!",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",30,24,"<1","1.5",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",32,27,"<1","1.6",1,"0.8",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",25,42,"~1","5.1",1,"1.5",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","0.5","V",28,50,"~1","4.4",1,"1.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",11,15,"<1","1.9",1,"1.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",2,35,"<1","1.9",1,"0.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",18,22,"<1","2.6",1,"1.0",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",37,3,"<1","1.1",1,"0.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",38,5,"<1","1.2",1,"0.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",39,3,"<1","1.9",1,"1.3",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",40,11,"<1","1.5",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",45,8,"<1","2.1",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1","V",42,34,"<1","2.6",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1.5","V",41,23,"<1","2.2",1,"0.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","1.5","V",42,40,"<1","1.9",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","2","V",14,24,"<1","1.1",1,"~1",NA,NA,NA,NA,"wilted leaves",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","2","V",20,34,"<1","3.1",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","2","V",28,10,"<1","2.0",1,"1.2",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","2.5","V",10,36,"<1","1.7",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","2.5","V",23,44,"<1","0.8",1,"~0.5",NA,NA,NA,NA,"wilted leaves",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3","V",7,47,"<1","1.7",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3.5","V",2,25,"<1","1.2",1,"~0.6",NA,NA,NA,NA,"very wilted",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3.5","V",3,34,"<1","2.6",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3.5","V",5,52,"<1","3.6",1,"1.1",NA,NA,NA,NA,"herbivory",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3.5","V",13,1,"<1","2.5",1,"1.2",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","3.5","V",27,40,"~1","3.5",1,"1.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4","V",22,14,"<1","2.4",1,"1.1",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4","V",31,47,"<1","2.1",1,"0.9",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4","V",45,40,"<1","1.3",1,"0.7",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4","V",45,46,"<1","1.1",1,"0.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4","V",47,46,"<1","1.1",1,"0.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4.5","V",8,7,"<1","1.1",1,"0.4",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2017-07-26,"WL1","3","4.5","V",25,44,"<1","3.4",1,"1.6",NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
2018-07-06,"WL1","1","0","V",NA,NA,"~1","3.5",1,"1.3",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,NA,NA,"blu",NA,NA,NA,NA,"N",NA,NA,0.5
2018-07-06,"WL1","1","0.5","V",45,16,"1.33","3.7",1,"1.5",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,"N",NA,NA,1.33
2018-07-06,"WL1","1","0.5","V",42,6,"1.12","3.2",1,"1.1",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,"N",NA,NA,1.12
2018-07-06,"WL1","1","1","V",7,11,"~1","2.4",1,"0.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,"N",NA,NA,0.5
2018-07-06,"WL1","1","1","V",10,0,"1.53","5.3",1,"1.6",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,"N",NA,NA,1.53
2018-07-06,"WL1","1","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,NA,NA,"blu",NA,NA,NA,NA,NA,NA,NA,NA
2018-07-06,"WL1","1","1.5","V",30,32,"1.45","3.2",1,"1.9",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,"N",NA,NA,1.45
2018-07-06,"WL1","1","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
2018-07-06,"WL1","1","2","V",NA,NA,"<1","2.3",1,"0.7",NA,NA,NA,NA,"starting to die",2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
2018-07-06,"WL1","1","2","X",40,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,"blu",NA,"blu",NA,NA,NA,NA,NA,NA,NA,NA
2018-07-06,"WL1","1","2.5","V",NA,NA,"~1","2.2",1,"1.0",NA,NA,NA,NA,NA,2018,NA,NA,NA,"Eva, Mimi, & Niel",NA,NA,NA,NA,NA,NA,"blu",NA,NA,NA,NA,"N",NA,NA,0.5
