"Date_entered","Entered_by","Census_year","Census_date","Collected_by","Site","Transect_plot","Quad","Tag","2018tag","2019tag","Pick_color","Sword_color","Band","Band_color","Band_num","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Num_total_branches","Longest_leaf_cm","Herbivory","Category_herbivory","Leaf_thickness_mm","Buds","Year_marked","Num_leaves","Notes","Stem_diam_mm_UFA"
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","1.5",NA,NA,NA,NA,NA,NA,"red",398,45,44,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","1.5",NA,NA,NA,NA,NA,NA,"red",142,40,41,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","2",NA,NA,NA,NA,NA,NA,"red",598,17,6,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","6.5",NA,NA,NA,NA,NA,NA,"red",82,33,7,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","6.5",NA,NA,NA,NA,NA,NA,"red",49,35,12,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","7",NA,NA,NA,NA,NA,NA,"white",74,43,5,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","7",NA,NA,NA,NA,NA,NA,"red",65,1,6,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","7",NA,NA,NA,NA,NA,NA,"red",45,23,7,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","8",NA,NA,NA,NA,NA,NA,"red",235,30,30,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","8",NA,NA,NA,NA,NA,NA,"red",148,48,2,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","9",NA,NA,NA,NA,NA,NA,"red",30,33,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","10",NA,NA,NA,NA,NA,NA,"white",78,49,31,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","10",NA,NA,NA,NA,NA,NA,"red",92,10,27,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","10",NA,NA,NA,NA,NA,NA,"red",571,18,28,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","11.5",NA,NA,NA,NA,NA,NA,"white",64,24,50,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","11.5",NA,NA,NA,NA,NA,NA,"red",394,2,18,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","12.5",NA,NA,NA,NA,NA,NA,"red",704,15,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","12.5",NA,NA,NA,NA,NA,NA,"red",777,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","14",NA,NA,NA,NA,NA,NA,"red",786,46,39,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","14.5",NA,NA,NA,NA,NA,NA,"white",67,36,26,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","upper","16",NA,NA,NA,NA,NA,NA,"red",859,1,50,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",780,10,15,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",229,13,15,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",286,17,12,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",12,15,19,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",584,20,30,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3",NA,NA,NA,NA,NA,NA,"red",299,38,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",282,6,11,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",867,10,5,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",205,18,6,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",856,14,17,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",402,49,5,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","3.5",NA,NA,NA,NA,NA,NA,"red",276,39,3,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","4.5",NA,NA,NA,NA,NA,NA,"red",140,16,35,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","4.5",NA,NA,NA,NA,NA,NA,"red",123,30,25,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","4.5",NA,NA,NA,NA,NA,NA,"red",580,45,20,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",119,40,5,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",275,23,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",262,35,43,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",403,45,44,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",295,45,45,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5",NA,NA,NA,NA,NA,NA,"red",155,18,50,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5.5",NA,NA,NA,NA,NA,NA,"red",240,15,49,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5.5",NA,NA,NA,NA,NA,NA,"red",592,29,24,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","5.5",NA,NA,NA,NA,NA,NA,"red",206,35,44,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",225,10,12,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",279,10,21,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",277,18,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",157,16,22,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",595,15,18,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","6",NA,NA,NA,NA,NA,NA,"red",885,34,37,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","7",NA,NA,NA,NA,NA,NA,"red",245,30,38,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","7.5",NA,NA,NA,NA,NA,NA,"red",249,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","8.5",NA,NA,NA,NA,NA,NA,"red",288,40,48,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","8.5",NA,NA,NA,NA,NA,NA,"red",32,5,30,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","8.5",NA,NA,NA,NA,NA,NA,"red",241,2,24,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","9.5",NA,NA,NA,NA,NA,NA,"red",564,15,25,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","10",NA,NA,NA,NA,NA,NA,"white",904,11,44,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","10",NA,NA,NA,NA,NA,NA,"red",138,22,42,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","10",NA,NA,NA,NA,NA,NA,"red",144,35,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","11",NA,NA,NA,NA,NA,NA,"red",234,20,46,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","11.5",NA,NA,NA,NA,NA,NA,"red",24,22,48,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","12.5",NA,NA,NA,NA,NA,NA,"red",67,35,40,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","13",NA,NA,NA,NA,NA,NA,"red",63,45,49,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14",NA,NA,NA,NA,NA,NA,"white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14",NA,NA,NA,NA,NA,NA,"red",159,45,10,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14",NA,NA,NA,NA,NA,NA,"red",794,40,29,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14",NA,NA,NA,NA,NA,NA,"red",438,18,27,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14",NA,NA,NA,NA,NA,NA,"red",149,49,40,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14.5",NA,NA,NA,NA,NA,NA,"red",141,20,14,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","14.5",NA,NA,NA,NA,NA,NA,"red",596,15,15,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15",NA,NA,NA,NA,NA,NA,"red",243,35,20,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15",NA,NA,NA,NA,NA,NA,"red",208,10,43,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15",NA,NA,NA,NA,NA,NA,"red",200,3,32,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15",NA,NA,NA,NA,NA,NA,"red",570,10,25,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15",NA,NA,NA,NA,NA,NA,"red",273,8,20,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15.5",NA,NA,NA,NA,NA,NA,"red",146,40,25,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","15.5",NA,NA,NA,NA,NA,NA,"red",263,5,27,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",239,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",147,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",107,32,23,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",868,27,33,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",120,0,40,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16",NA,NA,NA,NA,NA,NA,"red",433,24,41,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16.5",NA,NA,NA,NA,NA,NA,"red",860,37,24,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16.5",NA,NA,NA,NA,NA,NA,"red",100,29,27,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16.5",NA,NA,NA,NA,NA,NA,"red",858,7,28,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16.5",NA,NA,NA,NA,NA,NA,"red",134,45,46,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","16.5",NA,NA,NA,NA,NA,NA,"red",130,16,49,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17",NA,NA,NA,NA,NA,NA,"red",268,12,32,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17",NA,NA,NA,NA,NA,NA,"red",778,34,48,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17.5",NA,NA,NA,NA,NA,NA,"red",159,8,23,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17.5",NA,NA,NA,NA,NA,NA,"red",18,7,28,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17.5",NA,NA,NA,NA,NA,NA,"red",124,35,40,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","17.5",NA,NA,NA,NA,NA,NA,"red",136,30,48,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","18.5",NA,NA,NA,NA,NA,NA,"white",897,39,34,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","lower","18.5",NA,NA,NA,NA,NA,NA,"red",121,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","0.5L",NA,NA,NA,NA,NA,NA,"red",793,27,36,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","0.5L",NA,NA,NA,NA,NA,NA,"red",435,46,25,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","0.5L",NA,NA,NA,NA,NA,NA,"red",293,45,33,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","0.5L",NA,NA,NA,NA,NA,NA,"red",436,50,47,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","1L",NA,NA,NA,NA,NA,NA,"red",127,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRL",NA
2024-06-24,"GAA",2024,2024-05-31,NA,"TM2","seep","1L",NA,NA,NA,NA,NA,NA,"red",784,13,35,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
